x,y,t,event
0.09463551582717324,0.07230144586513358,0.0,0
0.10385112665713456,0.07989950918977097,0.061535829999911584,0
0.11292457257996578,0.08747288636888713,0.11782001999995373,0
0.12222477041264794,0.09523602730397095,0.17932104999999865,0
0.13115242131138738,0.10271500331227831,0.23580598999990343,0
0.1402654981659795,0.11038701874841354,0.29725789999997687,0
0.14941881153891884,0.11784871159329598,0.3588008899999977,0
0.15863857255898584,0.12521708248636,0.41515588999993724,0
0.16801904431139442,0.13241972119030487,0.4769120199999861,0
0.17776785958406197,0.1392938194689087,0.5332009799999469,0
0.1875239759335732,0.14591213170728182,0.5946159299999181,0
0.197166900861027,0.15280447523980326,0.6511158899999145,0
0.20660492686295126,0.1599553668398418,0.7127130000000079,0
0.21593194869508814,0.16729713231627474,0.7692668400000002,0
0.22521723810891114,0.1747153621063558,0.8308739599999626,0
0.2344530625328549,0.18226611503130863,0.8924608199999966,0
0.24352057662313478,0.18971554348892034,0.9487709999999652,0
0.252899490325361,0.19711231381439973,1.0103209000000106,0
0.2623226608810128,0.20409683148794727,1.0666339399999742,0
0.27188484857054457,0.21120432991075175,1.128165959999933,0
0.2811542380514795,0.21853716473239698,1.1844079499999225,0
0.29053356012534853,0.2257762787435956,1.2457539999999199,0
0.29841787791200114,0.2319601506706712,1.2968709499999704,0
0.30763324313530194,0.23905789238206626,1.35323786999993,0
0.3171862758806355,0.24610311948726202,1.414659019999931,0
0.3267109152843092,0.25314419644193215,1.4709718199999315,0
0.33622279127141974,0.26036562532422614,1.532495019999942,0
0.34577740176207683,0.26737301137737923,1.588881009999909,0
0.35534933000943975,0.27425750203679167,1.6503150400000095,0
0.3649217905177685,0.28125699920731656,1.7065288999999666,0
0.3745249032536321,0.288162848794065,1.767957919999958,0
0.3842412015707121,0.29492493432339756,1.8294110299999602,0
0.3940678316261632,0.3018001402934471,1.8857779499999197,0
0.40381200940261064,0.3084763763065004,1.9472768299999643,0
0.4138334882669554,0.3146264443847164,2.003530019999971,0
0.42459448578757136,0.31960720064124964,2.065284009999914,0
0.4357840676488311,0.3234883442967935,2.1216049199999816,0
0.4471579154559722,0.3268235573544694,2.1829609899999696,0
0.45866182851266774,0.32970488811147874,2.2444109900000058,0
0.4702077781505821,0.3323804990018261,2.300778859999923,0
0.48176157049300833,0.33493279798201897,2.362349029999905,0
0.49343374781990346,0.33740341397039414,2.418843979999906,0
0.5032731801229374,0.33935222041265906,2.47014903999991,0
0.5149590886784254,0.3410745014079587,2.5317399499999738,0
0.526837682080933,0.34205031774493283,2.5880498899999793,0
0.5385323903547647,0.3426888690823117,2.6496248199999854,0
0.5503570766903109,0.3433645151911958,2.706086869999922,0
0.5621880806996098,0.34421255045228605,2.76759385999992,0
0.5740080288210117,0.34502955695989174,2.823907849999955,0
0.5858354786509004,0.34588973612516144,2.8853368699999464,0
0.5976064930563714,0.3470019154241033,2.9415998399999808,0
0.6094406523294424,0.3482308046103545,3.003096819999996,0
0.6212270596473882,0.34944727139821785,3.064592839999932,0
0.6330424558716025,0.35112231675286487,3.1208319699999265,0
0.644673039011321,0.35371482060155895,3.182256940000002,0
0.6559827574934823,0.3564981197584517,3.23855089999995,0
0.6675114161864153,0.35937808875659427,3.299975869999912,0
0.6790399630928204,0.36225619536278775,3.3614659300000085,0
0.6905506256920672,0.3652241134206867,3.4177839699999595,0
0.702017719376297,0.3682663472625367,3.4793889499999295,0
0.7117450986667607,0.37067630562160764,3.5256028199999037,0
0.723134961068711,0.3733101448269387,3.587241889999973,0
0.7345710009199601,0.3761734339520262,3.6437649700000065,0
0.7460626461745322,0.3790497797084278,3.705322029999934,0
0.7575983909441683,0.3816065706944517,3.7617230399999926,0
0.7691750313759235,0.384012630206258,3.8230619400000023,0
0.7790806490326291,0.3857729646509758,3.8743059599999015,0
0.7907898478915997,0.3873917884002089,3.930481909999912,0
0.8024773649567383,0.3889289064335083,3.9920229900000095,0
0.8142135814817014,0.39074540859791185,4.048398019999922,0
0.8259388197591782,0.3929062214862003,4.109812019999936,0
0.8374991293055374,0.3950891305880087,4.171309949999909,0
0.8490926630083572,0.3974524666332803,4.2275719599999775,0
0.8607202699542043,0.3999670967015985,4.288990969999986,0
0.872409362620372,0.4025336910864872,4.3454148799999075,0
0.8840326343255765,0.4048056710087337,4.406909939999991,0
0.8956751588768581,0.4063552279687082,4.463167899999917,0
0.9074759229628211,0.40712359182440966,4.524576899999943,0
0.9193439694302648,0.40748874041484656,4.586029049999979,0
0.9311755592669181,0.40790440461248983,4.642340899999908,0
0.943020802970505,0.4085528236187144,4.703639029999977,0
0.9548312065618786,0.40952163235570604,4.759830949999923,0
0.9666917128098615,0.4110973691877803,4.8212239700000055,0
0.9784555559659943,0.41319906954318475,4.882508989999906,0
0.9899850384221557,0.4151798941445733,4.938774819999935,0
1.001625562626623,0.4171790014326677,5.00028992,0
1.0132993001557082,0.4192938590588514,5.056659939999918,0
1.0249531800220577,0.4212883663039362,5.118100879999929,0
1.0366146550321327,0.42338090982185805,5.174391029999924,0
1.0481033441696452,0.42622880090954024,5.235827919999906,0
1.0593726383842184,0.43003473286367255,5.297482009999953,0
1.0705514105455909,0.4340510341475189,5.353788850000001,0
1.0818136463183414,0.4379407231962703,5.415344000000005,0
1.0930887044474173,0.44127309064192505,5.471521849999931,0
1.104835054710389,0.4435686594093745,5.532982819999916,0
1.1165762234510743,0.44457369318674167,5.589253899999903,0
1.1283922949261151,0.4451427061700105,5.650666000000001,0
1.1402035637898071,0.4458858909045028,5.712106940000012,0
1.1520362146924883,0.4468971646287143,5.768457889999922,0
1.1638315354264457,0.44839328742583723,5.829871889999936,0
1.175455016355554,0.4506051013940453,5.886170859999993,0
1.1871090948507248,0.4527511745305655,5.947577949999982,0
1.198841279776159,0.4545352379156264,6.004056929999933,0
1.2105448941410513,0.45644652162284666,6.065690039999936,0
1.222050169669206,0.4591695717310972,6.127315999999951,0
1.2335547310397466,0.4619855432210578,6.183711049999943,0
1.2451353947770734,0.46458487979723595,6.245326989999967,0
1.256656594330407,0.46732368830077603,6.30172800999992,0
1.2682612926326484,0.4703160577505022,6.36326884999994,0
1.279624890920454,0.47357836379100293,6.419610019999936,0
1.2908163720227412,0.47744206465767797,6.480993979999994,0
1.3018350408326926,0.48165374554348866,6.54250001999992,0
1.3128476990081979,0.48589179939981,6.598736049999957,0
1.324031339231592,0.489755128220539,6.660073990000001,0
1.3355720341679629,0.49249234837895284,6.716434950000007,0
1.3472501821985359,0.49419448437852054,6.777874949999955,0
1.3591384121768741,0.4953586631387809,6.834118839999974,0
1.3709024992331829,0.496528493934959,6.8955259299999625,0
1.3827230849031569,0.49804415140658875,6.957099910000011,0
1.3943260451798871,0.5002874987115373,7.013484949999906,0
1.4058788470079422,0.5029671714844872,7.074897999999962,0
1.417468139525962,0.5051395118089913,7.1312880499999665,0
1.4291399504021827,0.5071752446697173,7.1926238499999045,0
1.440780265467003,0.5097155486588923,7.249253029999977,0
1.452244239803589,0.5124809213388394,7.310827969999991,0
1.4637742684835957,0.5152054794170458,7.367133849999959,0
1.4752524302272103,0.5180586973215744,7.428500890000009,0
1.4866901993152997,0.5212150084900988,7.4898359799999525,0
1.4980890104580173,0.5246731926739665,7.546211959999937,0
